record,uuid,date,markers,vboost,hboost,hQC_FINAL,S1,S2,hAGE,hGender,S3r1,S3r2,S3r3,S3r4,S3r5,S3r6,S3r7,S3r8,S3r9,S4r1,S4r2,S4r3,S4r4,S4r5,S4r6,S5,S6r1,S6r2,S6r3,S6r4,S6r5,S6r6,S6r7,S6r8,S6r9,S6r99,S6r100,S6a,S6b,S7r1,S7r2,S7r3,S7r4,S7r5,S7r6,S7r7,S7r8,S7r9,S7r10,S7r11,S7r12,S7r13,S7r14,S7r15,S7r16,S7r99,S7r100,S7a,S8a,hMVPD,h_vMVPD,h_SVOD,S8b,PRIMARY_TV,S9,S10B,hSports,Q1,Q2r1,Q2r2,Q2r3,Q2r4,Q2r5,Q2r6,Q3r1,Q3r2,Q3r3,Q3r4,Q3r5,Q3r6,Q3r7,Q3r8,Q3r9,Q3r10,Q3r11,Q3r12,Q3r13,Q3r14,Q3r15,Q3r16,Q3r17,Q3r18,Q3r19,Q3r20,Q3r21,Q3r22,Q3r23,Q3r24,Q3r25,Q3r26,Q3r27,Q3r28,Q3r29,Q3r30,Q3r31,Q3r32,Q3r33,Q3r34,Q3r35,Q3r36,Q3r37,Q3r38,Q3r39,Q3r40,Q3r41,Q3r42,Q3r43,Q3r44,Q3r45,Q3r46,Q3r47,Q3r48,Q3r49,Q3r50,Q3r51,Q3r52,Q3r53,Q3r54,Q3r55,Q3r56,Q3r57,Q3r58,Q3r59,Q3r60,Q3r61,Q3r62,Q3r63,Q3r64,Q3r65,Q3r66,Q3r67,Q3r68,Q3r69,Q3r70,Q3r71,Q3r99,QC_FLAG_1,Q4,Q5r1,Q5r2,Q5r3,Q5r4,Q5r5,Q5r6,QC_FLAG_2,Q6,Q7,MD_Version,MD_1best,MD_1worst,MD_2best,MD_2worst,MD_3best,MD_3worst,MD_4best,MD_4worst,MD_5best,MD_5worst,MD_6best,MD_6worst,MD_7best,MD_7worst,MD_8best,MD_8worst,MD_9best,MD_9worst,MD_10best,MD_10worst,MD_11best,MD_11worst,MD_12best,MD_12worst,MD_13best,MD_13worst,MD_14best,MD_14worst,MD_15best,MD_15worst,MD_16best,MD_16worst,MD_17best,MD_17worst,MD_18best,MD_18worst,MD_19best,MD_19worst,MD_20best,MD_20worst,MD_Timer,Q8r1,Q8r2,Q8r3,Q8r4,Q8r5,Q8r6,Q8r7,Q8r8,Q10r1,Q10r2,Q12,S10r1,S10r2,S10r3,S10r4,S10r5,S10r6,S10r7,S10r8,S10r9,S10r10,S10r11,S10r12,S10r13,S10r14,S10r15,S10r16,S10r17,S10r18,S10r19,S10r20,S10r21,S10r22,S10r23,S10r24,S10r99,Q13r1,Q13r2,Q13r3,Q13r4,Q13r5,Q13r6,Q13r7,Q13r8,Q13r9,Q13r10,Q13r11,Q13r12,Q13r13,Q13r99,Q13r100,Q14r1,Q14r2,Q14r3,Q14r4,Q14r5,Q14r6,Q14r7,Q14r8,Q14r9,Q14r10,Q14r11,Q14r12,Q14r13,Q14r99,Q14r100,Q15r1,Q15r2,Q15r3,Q15r4,Q15r5,Q15r6,Q15r7,Q15r8,Q15r9,Q15r10,Q15r11,Q15r12,Q15r13,Q15r14,Q15r15,Q15r99,Q16,Q17,Q18r1,Q18r2,Q18r3,Q18r4,Q18r5,QC_FLAG_3,Q19r1,Q19r2,Q20,Q22,Q23,Q24,Q26,vlist,qtime,vos,vbrowser,vmobiledevice,vmobileos,start_date,vdropout,cov_TV_usage,smart_TV,MD_Cluster_3,MD_Cluster_4,MD_Cluster_5
7645,mh59s07ackf4ge5w,09-Sep-23,"qualified,ver_111,/boost1/H_MVDP_USERS,/boost1/genAGE_2,/overall",2,1,0,46,1,2,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0, ,0,0,0,1,0,0,0,0,0,0,0, , ,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,90, ,1,2,2,15,2,2,2,2,10,10,10,10,10,9,10,3,3,2,3,3,3,3,4,3,3,3,1,3,3,2,3,2,3,4,3,3,3,2,1,3,3,3,5,3,3,3,3,3,3,3,4,3,2,4,3,3,3,3,3,3,3,2,3,3,4,2,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,2,3,2,1,10,10,10,10,10,10,4,1,10,7,111,34,46,60,2,8,59,35,64,27,15,28,18,68,24,37,54,45,16,71,47,33,66,21,46,52,51,53,32,17,14,1,49,36,3,11,41,20,39,8,51,9.14,2, , ,1, ,5,4,3,1,0,6,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0, , ,0,0,0,0,1,0, ,0, , ,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,6,4,6,1,1,1,3,2,6,3,4,1,2,1,1,1,1230.11,14,10,1,2,09-Sep-23, ,3,1, , , 
7651,hhmetg70wjqcc87f,09-Sep-23,"qualified,/boost1_mvpd/MVPD_USERS,/boost1/H_MVDP_USERS,/boost1/g",2,1,0,50,1,2,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,5,0,0,0,1,0,0,0,0,0,0,0, , ,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,300, ,2,2,2,5,3,1,3,2,6,7,7,7,7,7,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,3,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,5,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,3,4,2,1,7,6,7,7,8,7,4,1,6,6,14,68,66,11,37,45,24,54,71,8,35,34,49,17,38,19,12,53,40,57,60,59,20,26,15,27,6,33,39,65,25,14,30,54,4,18,70,17,49,46,67,4.2, ,3, , ,1,4,5,2,1,0,5,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0, ,0,0, ,0, , , ,0, , , , , ,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0, ,3,6,5,1,4,3,2,6,2,1,1,2,2,1,1,832.79,14,10,1,2,09-Sep-23, ,2,0, , , 
7653,yag9qcxtjp3x980g,09-Sep-23,"qualified,ver_117,/boost1/H_MVDP_USERS,/MD_Maxdiff/ver_117,/over",2,1,0,27,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0, ,0,0,0,0,0,0,0,1,0,0,0, , ,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,120, ,1,2,2,19,2,1,4,2,10,10,10,10,10,10,10,5,5,1,3,5,5,5,5,5,4,5,4,5,5,5,5,1,5,5,4,5,5,5,5,5,5,3,5,5,4,4,3,5,5,5,5,5,4,4,4,5,5,5,5,5,4,1,5,5,5,5,5,4,5,5,4,5,5,5,4,5,4,4,4,4,5,5,5,4,5,5,2,1,10,10,10,10,10,10,4,1,10,10,117,69,5,7,71,50,49,54,47,57,32,66,70,36,17,12,28,39,40,9,58,11,35,43,13,65,64,1,27,60,52,8,5,10,17,16,37,44,19,39,71,4.79,4,3, , ,2, ,1,5,0,1,7,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,1,0,0,0, ,0, , ,0, ,0,0,0,1, ,0, , ,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,3,2,6,6,1,1,3,2,6,1,1,4,1,2,1,1,745.11,12,11,1,1,09-Sep-23, ,3,1, , , 
7658,a3t6sdcw85nn32mr,09-Sep-23,"qualified,ver_8,/MD_Maxdiff/ver_8,/boost1_mvpd/MVPD_USERS,/boost",2,1,0,43,1,2,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,2,0,0,0,1,0,0,0,0,0,0,0, , ,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,50, ,2,2,2,15,3,1,2,2,7,7,8,8,7,7,8,4,3,3,3,3,3,3,3,2,3,4,3,3,4,3,4,4,4,3,4,4,4,3,2,3,4,3,4,3,3,3,4,4,4,2,4,3,3,3,3,3,4,3,3,2,3,3,3,4,3,3,3,3,4,3,3,3,3,3,4,3,4,4,3,3,3,3,4,3,4,3,2,1,7,5,8,8,8,8,4,1,7,5,8,38,58,29,70,69,44,18,42,22,53,36,64,49,47,28,52,17,4,1,65,31,59,33,46,40,20,25,9,11,66,21,5,23,35,14,50,31,41,36,38,4.41,5,4,3, , , ,1,2,0,1,6,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0, , ,0, ,0,1,0, , ,0, , ,0,0,1,0,0,1,1,0,0,0,1,1,1,1,0,0,0,1,3,5,2,2,5,3,2,5,2,2,1,2,1,1,1,1024.53,14,10,1,2,09-Sep-23, ,2,1, , , 
7660,j7875256r0y51pw0,09-Sep-23,"qualified,/MD_Maxdiff/ver_187,/boost1/H_MVDP_USERS,/boost1/genAG",2,1,0,44,1,2,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0, ,0,0,0,1,0,0,0,0,0,0,0, , ,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,200, ,1,2,2,15,2,1,1,1,7,6,6,7,5,5,7,1,1,1,1,1,1,1,1,3,3,4,3,3,4,3,1,4,4,3,3,4,3,3,1,3,3,3,3,4,3,3,4,3,3,4,3,3,3,4,4,1,1,1,1,1,1,3,3,3,4,3,4,3,4,3,4,4,3,1,1,3,1,3,3,1,1,1,1,3,3,4,2,1,6,6,6,6,6,6,4,1,5,6,187,50,7,36,67,14,6,22,66,17,5,48,9,58,24,18,38,37,8,30,49,59,68,23,60,46,31,12,42,28,45,56,65,34,4,52,44,58,16,50,24,4.86,5, ,3,1,2, , ,4,1,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0, , ,0, , ,0, ,0, ,0, , ,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,6,2,3,4,3,2,6,3,4,3,2,2,1,1,1457.77,4,10,5,6,09-Sep-23, ,3,1, , , 
7661,fqnyarsvmrh7sxw2,09-Sep-23,"qualified,ver_189,/overall/qual,/MD_Maxdiff/ver_189,/gen_pop_sam",1,0,0,40,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0, ,0,0,0,0,0,0,0,0,0,0,1, , ,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1, ,1,1,1, , ,1,2,2, , , , , , , ,2,4,1,3,2,3,3,3,2,2,1,1,2,1,3,3,2,2,3,1,2,3,2,3,3,3,2,3,3,3,3,3,3,3,3,4,3,3,4,1,2,2,2,3,3,2,3,3,4,2,2,3,2,3,5,3,3,3,3,3,2,1,3,2,3,3,2,3,1,3,3,2,1, , , , , , , , , ,5,189,56,27,17,10,58,40,33,22,25,6,65,21,48,29,52,42,36,51,38,49,71,67,59,2,34,62,11,26,69,63,23,41,70,18,61,4,29,68,60,57,4.6, ,4, ,2,1, ,3,5,0,1,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0, , , , ,0, , , ,1, , , , , ,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,2,1,5,1,1,1,3,2,5,1,2,4,1,2,6,1,1216.85,14,10,1,2,09-Sep-23, ,4,1,1,2,4
7664,2fzy6dmkwm829jxf,09-Sep-23,"qualified,/overall/qual,/MD_Maxdiff/ver_22,ver_22,/gen_pop_samp/",1,0,0,80,1,3,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1, , ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,120, ,2,1,2,2,1,1,4,2,8,6,7,8,7,6,5,2,3,2,2,2,2,2,1,1,2,3,3,2,3,3,2,2,2,3,3,2,4,3,1,1,2,2,1,2,2,3,4,2,2,2,4,2,3,1,2,2,2,2,2,2,2,2,2,1,2,3,4,2,3,1,2,2,2,2,1,1,2,4,2,2,2,2,2,1,4,2,2,1,6,5,7,8,5,6,4,1,7,3,22,51,8,70,39,30,1,19,45,52,63,69,57,36,24,20,33,32,41,10,55,11,17,31,6,21,35,9,29,2,53,51,45,37,14,32,28,23,47,7,27,8.54,2, ,5,4, , ,1,3,0,1,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0, , , ,0,0, , ,0, , , , , , ,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0, ,2,6,3,1,4,3,2,6,5,2,3,2,2,3,1,1874.31,12,11,1,1,09-Sep-23, ,2,0,1,2,4
7675,rvxx0deuafn5kr9e,09-Sep-23,"qualified,/MD_Maxdiff/ver_193,ver_193,/overall/qual,/gen_pop_sam",1,0,0,44,2,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0, ,0,0,0,0,0,0,0,0,0,0,1, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1, ,1,1,1, , ,1,1,1, , , , , , , ,2,2,2,2,3,3,3,2,2,2,2,2,2,3,3,2,2,2,4,4,2,2,2,2,3,2,2,4,2,2,2,2,2,3,4,3,3,2,3,2,2,2,3,3,2,3,2,4,3,2,2,3,2,2,2,2,2,3,2,2,3,2,2,2,2,2,3,2,2,2,2,2,1, , , , , , , , , ,5,193,54,49,60,28,37,2,4,59,9,26,65,27,47,16,63,15,17,58,45,69,12,19,48,32,23,22,11,6,30,62,34,14,44,52,55,24,17,41,60,36,0.84, ,2,1, ,3,5,4, ,0,1,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0, , , , , , , , ,1, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, ,1,3,3,1,1,3,2,3,1,4,1,2,2,6,1,397.53,14,10,1,2,09-Sep-23, ,4,0,1,2,4
7677,y6fy5wbqr2az68n1,09-Sep-23,"qualified,/boost1/H_MVDP_USERS,ver_44,/overall/qual,/boost1/genA",2,1,0,61,1,3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0, ,0,0,0,1,0,0,0,0,0,0,0, , ,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,60, ,1,2,2,15,2,2,4,2,7,6,7,4,7,3,7,4,4,4,4,4,3,4,4,4,3,4,3,4,5,2,3,3,2,3,3,2,4,4,2,3,3,3,4,4,4,3,3,3,3,2,3,2,3,3,4,2,4,3,2,2,3,2,2,2,2,2,4,3,4,2,4,2,2,3,3,3,3,3,2,4,4,4,3,3,4,3,2,1,6,6,7,8,6,7,4,1,7,6,44,66,46,29,27,40,23,9,13,4,21,67,51,3,19,45,35,64,37,5,39,11,17,22,59,34,46,30,32,33,50,60,49,2,38,16,24,8,47,42,37,4.79,5,3, , , ,2,1,4,0,1,7,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0, ,0, , ,0, ,0,0,0, , ,0, , ,1,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,2,3,6,6,3,2,3,2,6,1,2,1,1,2,3,1,913.77,14,10,1,2,09-Sep-23, ,3,1, , , 
7679,bsfkdcf08watt2jr,09-Sep-23,"qualified,/boost1/H_MVDP_USERS,/overall/qual,ver_124,/boost1/gen",2,1,0,61,1,3,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0, ,0,0,0,1,1,0,0,0,0,1,0, , ,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,40, ,1,2,2,21,3,1,2,2,9,5,8,9,7,7,9,4,4,3,5,4,3,4,4,5,3,4,4,4,4,3,5,4,5,3,4,4,4,5,4,4,4,3,4,4,5,4,4,4,4,3,4,2,3,3,3,4,4,4,3,3,3,3,4,2,4,4,3,3,5,3,3,4,3,3,5,3,2,4,3,5,4,5,4,4,4,4,2,1,10,5,9,9,9,10,4,1,10,8,124,60,24,36,32,14,10,18,44,48,49,2,47,41,25,27,45,61,35,11,39,65,53,1,47,4,59,22,62,30,17,70,6,18,29,10,21,66,71,26,46,10.25,2,1, , , ,5,3,4,0,1,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0, ,0,1,0,0,0,1, , ,1,1, ,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,2,3,6,2,1,5,3,2,6,3,2,3,2,2,3,1,1653.22,4,10,5,6,09-Sep-23, ,3,1, , , 
7682,mj0hfz8d4t181f1e,09-Sep-23,"qualified,/boost1_mvpd/MVPD_USERS,ver_120,/boost1/H_MVDP_USERS,/",2,1,1,41,1,2,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0, ,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,200,1,2,2,2,19,3,1,2,2,9,9,10,8,8,9,8,5,4,4,4,4,5,4,4,4,5,3,4,4,5,5,5,5,4,4,4,5,5,5,4,4,5,5,3,5,5,4,5,5,4,5,4,5,5,3,5,5,4,4,5,5,4,5,3,4,5,4,5,5,5,3,3,4,5,4,4,4,4,4,4,3,4,4,4,4,5,5,5,0,9,5,8,6,9,9,4,1,9,9,120,67,3,69,57,19,59,46,42,36,58,30,32,2,15,45,56,28,50,54,33,24,47,68,31,48,12,23,11,49,5,8,63,62,51,9,25,2,55,56,35,2.45, ,5,2,4,1, , ,3,0,1,2,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0, ,0, , ,0, , ,1, ,1, , , , ,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,4,3,6,6,4,6,3,2,6,5,2,4,1,2,1,1,578.44,4,12,5,6,09-Sep-23, ,3,1, , , 
7689,zbn6wbc0k7n9s0s8,09-Sep-23,"qualified,/MD_Maxdiff/ver_140,/boost1/H_MVDP_USERS,/boost1/genAG",2,1,1,45,1,2,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0, ,0,0,0,1,0,0,0,0,0,0,0, , ,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,20, ,1,2,2,15,2,1,2,2,6,7,4,7,5,4,6,3,3,3,4,4,3,4,3,3,2,3,2,3,4,3,3,3,3,2,2,3,2,2,3,2,4,3,4,4,3,4,4,2,4,4,3,2,4,3,3,2,3,3,4,4,3,2,4,3,3,4,4,2,3,4,4,3,4,3,3,4,3,4,3,3,3,2,4,2,3,2,3,0,6,3,3,8,3,8,4,1,7,7,140,36,31,13,55,67,15,2,39,12,63,35,50,19,14,1,32,43,64,56,57,46,48,60,58,59,29,25,52,71,53,61,7,70,28,31,22,39,3,15,1,2.05,1,2,4,3, , ,5, ,0,1,6,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0, , , , , ,1, , , , , ,0, , ,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,4,2,6,6,3,6,3,2,6,5,4,3,1,2,3,1,683.21,14,10,1,2,09-Sep-23, ,3,1, , , 
7691,tqgntk6x9mbx8h4r,09-Sep-23,"qualified,ver_93,/boost1/H_MVDP_USERS,/boost1/genAGE_2,/overall/",2,1,0,41,1,2,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0, ,0,0,0,0,0,0,0,1,0,0,0, , ,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,70, ,1,2,2,19,2,1,2,2,6,6,6,4,6,5,7,4,5,2,4,5,5,4,3,4,4,3,3,3,5,4,5,3,4,3,3,4,5,4,2,4,4,4,4,4,4,3,2,4,4,2,3,2,3,3,4,4,2,3,5,5,3,1,3,3,2,3,3,2,5,5,4,4,4,5,4,3,4,4,5,5,4,3,4,3,3,3,2,1,8,5,6,7,7,6,4,1,7,8,93,57,25,15,39,4,63,9,33,55,41,2,37,16,47,10,40,43,13,33,26,59,71,18,27,54,32,50,35,67,70,57,60,9,8,22,66,64,34,65,61,5.55,4,5, ,1, , ,2,3,0,1,7,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0, , ,0, , ,0,1,0, ,0, , ,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,4,2,5,3,1,5,3,2,5,5,2,1,2,2,1,1,1167.89,4,10,5,6,09-Sep-23, ,3,1, , , 
7707,40uw9f7ykk7y701u,09-Sep-23,"qualified,ver_9,/MD_Maxdiff/ver_9,/gen_pop_svod/SVOD_ONLY_USERS,",1,0,0,23,2,1,2,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0, ,0,0,0,0,0,0,0,0,0,0,1, , ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15, ,1,1,2, , ,1,1,1, , , , , , , ,1,2,1,2,2,1,1,1,2,2,5,1,2,1,2,3,2,1,1,1,1,1,1,2,2,4,1,1,2,1,1,2,3,1,1,1,4,1,1,1,1,2,1,1,1,4,1,1,3,1,1,3,1,2,1,1,1,1,2,2,2,2,1,3,1,1,1,1,1,2,2,2,1, , , , , , , , , ,5,9,58,13,47,65,50,56,68,36,55,23,60,69,4,39,63,67,57,29,2,70,28,38,35,42,43,18,45,6,15,59,1,26,30,12,71,8,62,24,36,56,1.49,4, ,1,5, , ,3,2,1,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0, , , , , , , , ,1, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0, ,3,6,6,2,2,3,2,6,3,1,4,2,2,1,1,426.23,12,10,1,1,09-Sep-23, ,4,0,1,2,4
7721,5bwpp870dfemy4kk,09-Sep-23,"qualified,/MD_Maxdiff/ver_194,/boost1/H_MVDP_USERS,/overall/qual",2,1,0,65,1,3,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0, ,0,0,0,0,0,0,0,1,0,0,0, , ,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,150, ,1,2,2,19,2,1,3,2,8,8,8,8,8,5,6,3,3,2,3,2,2,2,2,2,3,3,2,3,4,3,2,3,2,2,3,2,3,2,2,2,2,3,3,3,4,3,2,2,4,2,3,2,3,2,2,2,2,3,3,2,2,1,2,2,2,3,2,3,4,2,2,2,2,2,2,3,2,2,2,2,2,2,3,2,3,2,2,1,7,6,7,7,6,6,4,1,7,5,194,54,25,8,39,60,44,34,56,33,53,42,7,29,27,26,15,19,38,6,47,63,17,36,50,71,46,23,59,51,35,3,9,13,24,70,65,69,64,48,66,4.41,5, ,2,4,3, ,1, ,1,0,6,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0, , ,1, , , , , , , , , ,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,3,1,6,3,1,5,3,2,6,4,1,1,1,2,2,1,1072.46,13,11,5,6,09-Sep-23, ,3,1, , , 
7722,t46ve11j8zgvhjyf,09-Sep-23,"qualified,/boost2/genAGE_3,/MD_Maxdiff/ver_79,/overall/qual,/boo",3,2,0,70,1,3,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,6,0,0,0,0,0,0,0,0,0,0,1, , ,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,130,1,2,1,2,6,1,2,3,2,10,7,8,8,8,5,9,3,3,3,2,3,3,3,3,3,2,3,4,3,4,4,3,3,3,3,3,4,3,4,2,4,3,3,3,2,3,3,4,2,4,3,3,4,3,2,4,4,4,2,3,2,2,2,2,2,4,3,3,2,4,3,2,3,2,2,2,3,2,3,2,3,3,3,3,3,3,3,2,1,8,6,6,8,5,8,4,1,9,8,79,36,23,55,49,31,18,29,10,71,19,40,46,8,59,42,26,57,61,34,51,27,58,1,5,9,24,50,16,14,47,13,65,20,11,62,6,28,15,54,51,4.42,4, , ,2,5,1,3, ,0,1,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0, , , , ,0, , ,0, , , , , , ,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,4,2,5,1,1,1,3,2,5,1,2,1,2,2,1,1,1018.65,4,10,5,6,09-Sep-23, ,1,1, , , 
7736,au51zwexrcagcv4n,09-Sep-23,"qualified,/boost1/H_MVDP_USERS,ver_88,/boost1/genAGE_2,/overall/",2,1,1,39,1,2,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0, ,0,0,0,1,0,1,0,1,0,0,0, , ,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,100, ,1,2,2,19,3,1,2,2,10,10,10,10,10,10,10,3,3,3,4,3,3,4,3,5,4,4,4,5,3,5,3,3,3,4,3,3,4,3,3,5,5,3,5,5,4,4,4,5,5,3,4,5,3,5,5,4,5,3,5,3,3,5,3,5,5,4,4,5,4,2,4,4,3,3,3,4,3,5,3,4,4,4,5,4,4,5,2,1,10,10,10,10,10,10,10,0,10,10,88,70,36,38,10,19,54,58,45,41,22,2,40,28,18,25,59,63,5,55,32,11,27,66,1,14,37,65,51,17,50,34,35,55,19,62,33,64,6,20,7,5.43,2,3, ,4,5,1, , ,0,1,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1, , , ,0,0, , ,1, , , , , ,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,4,2,6,5,3,4,3,2,6,2,2,1,1,1,1,1,1090.84,14,10,1,2,09-Sep-23, ,3,1, , , 
